Total Nacional;Comunidades y Ciudades Autónomas;Edades;Sexo;Periodo;Total
Total Nacional;17 Rioja, La;De 1 a 14 años;Hombres;2019;4,505
Total Nacional;17 Rioja, La;De 1 a 14 años;Hombres;2018;0,000
Total Nacional;17 Rioja, La;De 1 a 14 años;Mujeres;2021;0,000
Total Nacional;17 Rioja, La;De 1 a 14 años;Mujeres;2020;0,000
Total Nacional;17 Rioja, La;De 1 a 14 años;Mujeres;2019;0,000
Total Nacional;17 Rioja, La;De 1 a 14 años;Mujeres;2018;4,784
Total Nacional;17 Rioja, La;De 15 a 29 años;Total;2021;0,000
Total Nacional;17 Rioja, La;De 15 a 29 años;Total;2020;6,533
Total Nacional;17 Rioja, La;De 15 a 29 años;Total;2019;6,654
Total Nacional;17 Rioja, La;De 15 a 29 años;Total;2018;2,260
Total Nacional;17 Rioja, La;De 15 a 29 años;Hombres;2021;0,000
Total Nacional;17 Rioja, La;De 15 a 29 años;Hombres;2020;8,589
Total Nacional;17 Rioja, La;De 15 a 29 años;Hombres;2019;13,161
Total Nacional;17 Rioja, La;De 15 a 29 años;Hombres;2018;4,475
Total Nacional;17 Rioja, La;De 15 a 29 años;Mujeres;2021;0,000
Total Nacional;17 Rioja, La;De 15 a 29 años;Mujeres;2020;4,417
Total Nacional;17 Rioja, La;De 15 a 29 años;Mujeres;2019;0,000
Total Nacional;17 Rioja, La;De 15 a 29 años;Mujeres;2018;0,000
Total Nacional;17 Rioja, La;De 30 a 39 años;Total;2021;5,344
Total Nacional;17 Rioja, La;De 30 a 39 años;Total;2020;2,651
Total Nacional;17 Rioja, La;De 30 a 39 años;Total;2019;5,159
Total Nacional;17 Rioja, La;De 30 a 39 años;Total;2018;4,991
Total Nacional;17 Rioja, La;De 30 a 39 años;Hombres;2021;5,344
Total Nacional;17 Rioja, La;De 30 a 39 años;Hombres;2020;5,328
Total Nacional;17 Rioja, La;De 30 a 39 años;Hombres;2019;10,351
Total Nacional;17 Rioja, La;De 30 a 39 años;Hombres;2018;4,993
Total Nacional;17 Rioja, La;De 30 a 39 años;Mujeres;2021;5,343
Total Nacional;17 Rioja, La;De 30 a 39 años;Mujeres;2020;0,000
Total Nacional;17 Rioja, La;De 30 a 39 años;Mujeres;2019;0,000
Total Nacional;17 Rioja, La;De 30 a 39 años;Mujeres;2018;4,990
Total Nacional;17 Rioja, La;De 40 a 44 años;Total;2021;7,686
Total Nacional;17 Rioja, La;De 40 a 44 años;Total;2020;3,820
Total Nacional;17 Rioja, La;De 40 a 44 años;Total;2019;3,782
Total Nacional;17 Rioja, La;De 40 a 44 años;Total;2018;3,792
Total Nacional;17 Rioja, La;De 40 a 44 años;Hombres;2021;15,229
Total Nacional;17 Rioja, La;De 40 a 44 años;Hombres;2020;7,574
Total Nacional;17 Rioja, La;De 40 a 44 años;Hombres;2019;0,000
Total Nacional;17 Rioja, La;De 40 a 44 años;Hombres;2018;7,426
Total Nacional;17 Rioja, La;De 40 a 44 años;Mujeres;2021;0,000
Total Nacional;17 Rioja, La;De 40 a 44 años;Mujeres;2020;0,000
Total Nacional;17 Rioja, La;De 40 a 44 años;Mujeres;2019;7,688
Total Nacional;17 Rioja, La;De 40 a 44 años;Mujeres;2018;0,000
Total Nacional;17 Rioja, La;De 45 a 49 años;Total;2021;7,517
Total Nacional;17 Rioja, La;De 45 a 49 años;Total;2020;3,901
Total Nacional;17 Rioja, La;De 45 a 49 años;Total;2019;3,976
Total Nacional;17 Rioja, La;De 45 a 49 años;Total;2018;8,054
Total Nacional;17 Rioja, La;De 45 a 49 años;Hombres;2021;7,308
Total Nacional;17 Rioja, La;De 45 a 49 años;Hombres;2020;7,611
Total Nacional;17 Rioja, La;De 45 a 49 años;Hombres;2019;7,759
Total Nacional;17 Rioja, La;De 45 a 49 años;Hombres;2018;0,000
Total Nacional;17 Rioja, La;De 45 a 49 años;Mujeres;2021;7,739
Total Nacional;17 Rioja, La;De 45 a 49 años;Mujeres;2020;0,000
Total Nacional;17 Rioja, La;De 45 a 49 años;Mujeres;2019;0,000
Total Nacional;17 Rioja, La;De 45 a 49 años;Mujeres;2018;16,551
Total Nacional;17 Rioja, La;De 50 a 54 años;Total;2021;4,033
Total Nacional;17 Rioja, La;De 50 a 54 años;Total;2020;0,000
Total Nacional;17 Rioja, La;De 50 a 54 años;Total;2019;8,334
Total Nacional;17 Rioja, La;De 50 a 54 años;Total;2018;8,408
Total Nacional;17 Rioja, La;De 50 a 54 años;Hombres;2021;7,996
Total Nacional;17 Rioja, La;De 50 a 54 años;Hombres;2020;0,000
Total Nacional;17 Rioja, La;De 50 a 54 años;Hombres;2019;16,738
Total Nacional;17 Rioja, La;De 50 a 54 años;Hombres;2018;16,883
Total Nacional;17 Rioja, La;De 50 a 54 años;Mujeres;2021;0,000
Total Nacional;17 Rioja, La;De 50 a 54 años;Mujeres;2020;0,000
Total Nacional;17 Rioja, La;De 50 a 54 años;Mujeres;2019;0,000
Total Nacional;17 Rioja, La;De 50 a 54 años;Mujeres;2018;0,000
Total Nacional;17 Rioja, La;De 55 a 59 años;Total;2021;4,283
Total Nacional;17 Rioja, La;De 55 a 59 años;Total;2020;4,339
Total Nacional;17 Rioja, La;De 55 a 59 años;Total;2019;4,369
Total Nacional;17 Rioja, La;De 55 a 59 años;Total;2018;0,000
Total Nacional;17 Rioja, La;De 55 a 59 años;Hombres;2021;0,000
Total Nacional;17 Rioja, La;De 55 a 59 años;Hombres;2020;8,663
Total Nacional;17 Rioja, La;De 55 a 59 años;Hombres;2019;8,695
Total Nacional;17 Rioja, La;De 55 a 59 años;Hombres;2018;0,000
Total Nacional;17 Rioja, La;De 55 a 59 años;Mujeres;2021;8,579
Total Nacional;17 Rioja, La;De 55 a 59 años;Mujeres;2020;0,000
Total Nacional;17 Rioja, La;De 55 a 59 años;Mujeres;2019;0,000
Total Nacional;17 Rioja, La;De 55 a 59 años;Mujeres;2018;0,000
Total Nacional;17 Rioja, La;De 60 a 64 años;Total;2021;0,000
Total Nacional;17 Rioja, La;De 60 a 64 años;Total;2020;4,768
Total Nacional;17 Rioja, La;De 60 a 64 años;Total;2019;4,954
Total Nacional;17 Rioja, La;De 60 a 64 años;Total;2018;0,000
Total Nacional;17 Rioja, La;De 60 a 64 años;Hombres;2021;0,000
Total Nacional;17 Rioja, La;De 60 a 64 años;Hombres;2020;9,605
Total Nacional;17 Rioja, La;De 60 a 64 años;Hombres;2019;10,007
Total Nacional;17 Rioja, La;De 60 a 64 años;Hombres;2018;0,000
Total Nacional;17 Rioja, La;De 60 a 64 años;Mujeres;2021;0,000
Total Nacional;17 Rioja, La;De 60 a 64 años;Mujeres;2020;0,000
Total Nacional;17 Rioja, La;De 60 a 64 años;Mujeres;2019;0,000
Total Nacional;17 Rioja, La;De 60 a 64 años;Mujeres;2018;0,000
Total Nacional;17 Rioja, La;De 65 a 69 años;Total;2021;5,658
Total Nacional;17 Rioja, La;De 65 a 69 años;Total;2020;0,000
Total Nacional;17 Rioja, La;De 65 a 69 años;Total;2019;0,000
Total Nacional;17 Rioja, La;De 65 a 69 años;Total;2018;0,000
Total Nacional;17 Rioja, La;De 65 a 69 años;Hombres;2021;11,496
Total Nacional;17 Rioja, La;De 65 a 69 años;Hombres;2020;0,000
Total Nacional;17 Rioja, La;De 65 a 69 años;Hombres;2019;0,000
Total Nacional;17 Rioja, La;De 65 a 69 años;Hombres;2018;0,000
Total Nacional;17 Rioja, La;De 65 a 69 años;Mujeres;2021;0,000
Total Nacional;17 Rioja, La;De 65 a 69 años;Mujeres;2020;0,000
Total Nacional;17 Rioja, La;De 65 a 69 años;Mujeres;2019;0,000
Total Nacional;17 Rioja, La;De 65 a 69 años;Mujeres;2018;0,000
Total Nacional;17 Rioja, La;De 70 a 74 años;Total;2021;0,000
Total Nacional;17 Rioja, La;De 70 a 74 años;Total;2020;12,977
Total Nacional;17 Rioja, La;De 70 a 74 años;Total;2019;19,604
Total Nacional;17 Rioja, La;De 70 a 74 años;Total;2018;0,000
Total Nacional;17 Rioja, La;De 70 a 74 años;Hombres;2021;0,000
Total Nacional;17 Rioja, La;De 70 a 74 años;Hombres;2020;27,007
Total Nacional;17 Rioja, La;De 70 a 74 años;Hombres;2019;27,393
Total Nacional;17 Rioja, La;De 70 a 74 años;Hombres;2018;0,000
Total Nacional;17 Rioja, La;De 70 a 74 años;Mujeres;2021;0,000
Total Nacional;17 Rioja, La;De 70 a 74 años;Mujeres;2020;0,000
Total Nacional;17 Rioja, La;De 70 a 74 años;Mujeres;2019;12,497
Total Nacional;17 Rioja, La;De 70 a 74 años;Mujeres;2018;0,000
Total Nacional;17 Rioja, La;De 75 a 79 años;Total;2021;0,000
Total Nacional;17 Rioja, La;De 75 a 79 años;Total;2020;0,000
Total Nacional;17 Rioja, La;De 75 a 79 años;Total;2019;0,000
Total Nacional;17 Rioja, La;De 75 a 79 años;Total;2018;17,688
Total Nacional;17 Rioja, La;De 75 a 79 años;Hombres;2021;0,000
Total Nacional;17 Rioja, La;De 75 a 79 años;Hombres;2020;0,000
Total Nacional;17 Rioja, La;De 75 a 79 años;Hombres;2019;0,000
Total Nacional;17 Rioja, La;De 75 a 79 años;Hombres;2018;38,377
Total Nacional;17 Rioja, La;De 75 a 79 años;Mujeres;2021;0,000
Total Nacional;17 Rioja, La;De 75 a 79 años;Mujeres;2020;0,000
Total Nacional;17 Rioja, La;De 75 a 79 años;Mujeres;2019;0,000
Total Nacional;17 Rioja, La;De 75 a 79 años;Mujeres;2018;0,000
Total Nacional;17 Rioja, La;De 80 a 84 años;Total;2021;0,000
Total Nacional;17 Rioja, La;De 80 a 84 años;Total;2020;10,945
Total Nacional;17 Rioja, La;De 80 a 84 años;Total;2019;10,535
Total Nacional;17 Rioja, La;De 80 a 84 años;Total;2018;9,780
Total Nacional;17 Rioja, La;De 80 a 84 años;Hombres;2021;0,000
Total Nacional;17 Rioja, La;De 80 a 84 años;Hombres;2020;26,630
Total Nacional;17 Rioja, La;De 80 a 84 años;Hombres;2019;25,640
Total Nacional;17 Rioja, La;De 80 a 84 años;Hombres;2018;23,656
Total Nacional;17 Rioja, La;De 80 a 84 años;Mujeres;2021;0,000
Total Nacional;17 Rioja, La;De 80 a 84 años;Mujeres;2020;0,000
Total Nacional;17 Rioja, La;De 80 a 84 años;Mujeres;2019;0,000
Total Nacional;17 Rioja, La;De 80 a 84 años;Mujeres;2018;0,000
Total Nacional;17 Rioja, La;De 85 a 89 años;Total;2021;12,564
Total Nacional;17 Rioja, La;De 85 a 89 años;Total;2020;0,000
Total Nacional;17 Rioja, La;De 85 a 89 años;Total;2019;0,000
Total Nacional;17 Rioja, La;De 85 a 89 años;Total;2018;0,000
Total Nacional;17 Rioja, La;De 85 a 89 años;Hombres;2021;0,000
Total Nacional;17 Rioja, La;De 85 a 89 años;Hombres;2020;0,000
Total Nacional;17 Rioja, La;De 85 a 89 años;Hombres;2019;0,000
Total Nacional;17 Rioja, La;De 85 a 89 años;Hombres;2018;0,000
Total Nacional;17 Rioja, La;De 85 a 89 años;Mujeres;2021;19,908
Total Nacional;17 Rioja, La;De 85 a 89 años;Mujeres;2020;0,000
Total Nacional;17 Rioja, La;De 85 a 89 años;Mujeres;2019;0,000
Total Nacional;17 Rioja, La;De 85 a 89 años;Mujeres;2018;0,000
Total Nacional;17 Rioja, La;De 90 a 94 años;Total;2021;0,000
Total Nacional;17 Rioja, La;De 90 a 94 años;Total;2020;0,000
Total Nacional;17 Rioja, La;De 90 a 94 años;Total;2019;0,000
Total Nacional;17 Rioja, La;De 90 a 94 años;Total;2018;0,000
Total Nacional;17 Rioja, La;De 90 a 94 años;Hombres;2021;0,000
Total Nacional;17 Rioja, La;De 90 a 94 años;Hombres;2020;0,000
Total Nacional;17 Rioja, La;De 90 a 94 años;Hombres;2019;0,000
Total Nacional;17 Rioja, La;De 90 a 94 años;Hombres;2018;0,000
Total Nacional;17 Rioja, La;De 90 a 94 años;Mujeres;2021;0,000
Total Nacional;17 Rioja, La;De 90 a 94 años;Mujeres;2020;0,000
Total Nacional;17 Rioja, La;De 90 a 94 años;Mujeres;2019;0,000
Total Nacional;17 Rioja, La;De 90 a 94 años;Mujeres;2018;0,000
Total Nacional;17 Rioja, La;95 y más años;Total;2021;0,000
Total Nacional;17 Rioja, La;95 y más años;Total;2020;0,000
Total Nacional;17 Rioja, La;95 y más años;Total;2019;0,000
Total Nacional;17 Rioja, La;95 y más años;Total;2018;0,000
Total Nacional;17 Rioja, La;95 y más años;Hombres;2021;0,000
Total Nacional;17 Rioja, La;95 y más años;Hombres;2020;0,000
Total Nacional;17 Rioja, La;95 y más años;Hombres;2019;0,000
Total Nacional;17 Rioja, La;95 y más años;Hombres;2018;0,000
Total Nacional;17 Rioja, La;95 y más años;Mujeres;2021;0,000
Total Nacional;17 Rioja, La;95 y más años;Mujeres;2020;0,000
Total Nacional;17 Rioja, La;95 y más años;Mujeres;2019;0,000
Total Nacional;17 Rioja, La;95 y más años;Mujeres;2018;0,000
Total Nacional;18 Ceuta;Todas las edades;Total;2021;0,000
Total Nacional;18 Ceuta;Todas las edades;Total;2020;3,573
Total Nacional;18 Ceuta;Todas las edades;Total;2019;1,184
Total Nacional;18 Ceuta;Todas las edades;Total;2018;2,354
Total Nacional;18 Ceuta;Todas las edades;Hombres;2021;0,000
Total Nacional;18 Ceuta;Todas las edades;Hombres;2020;7,062
Total Nacional;18 Ceuta;Todas las edades;Hombres;2019;2,336
Total Nacional;18 Ceuta;Todas las edades;Hombres;2018;2,317
Total Nacional;18 Ceuta;Todas las edades;Mujeres;2021;0,000
Total Nacional;18 Ceuta;Todas las edades;Mujeres;2020;0,000
Total Nacional;18 Ceuta;Todas las edades;Mujeres;2019;0,000
Total Nacional;18 Ceuta;Todas las edades;Mujeres;2018;2,393
Total Nacional;18 Ceuta;Menores de 1 año;Total;2021;0,000
Total Nacional;18 Ceuta;Menores de 1 año;Total;2020;0,000
Total Nacional;18 Ceuta;Menores de 1 año;Total;2019;0,000
Total Nacional;18 Ceuta;Menores de 1 año;Total;2018;0,000
Total Nacional;18 Ceuta;Menores de 1 año;Hombres;2021;0,000
Total Nacional;18 Ceuta;Menores de 1 año;Hombres;2020;0,000
Total Nacional;18 Ceuta;Menores de 1 año;Hombres;2019;0,000
Total Nacional;18 Ceuta;Menores de 1 año;Hombres;2018;0,000
Total Nacional;18 Ceuta;Menores de 1 año;Mujeres;2021;0,000
Total Nacional;18 Ceuta;Menores de 1 año;Mujeres;2020;0,000
Total Nacional;18 Ceuta;Menores de 1 año;Mujeres;2019;0,000
Total Nacional;18 Ceuta;Menores de 1 año;Mujeres;2018;0,000
Total Nacional;18 Ceuta;De 1 a 14 años;Total;2021;0,000
Total Nacional;18 Ceuta;De 1 a 14 años;Total;2020;0,000
Total Nacional;18 Ceuta;De 1 a 14 años;Total;2019;0,000
Total Nacional;18 Ceuta;De 1 a 14 años;Total;2018;0,000
Total Nacional;18 Ceuta;De 1 a 14 años;Hombres;2021;0,000
Total Nacional;18 Ceuta;De 1 a 14 años;Hombres;2020;0,000
Total Nacional;18 Ceuta;De 1 a 14 años;Hombres;2019;0,000
Total Nacional;18 Ceuta;De 1 a 14 años;Hombres;2018;0,000
Total Nacional;18 Ceuta;De 1 a 14 años;Mujeres;2021;0,000
Total Nacional;18 Ceuta;De 1 a 14 años;Mujeres;2020;0,000
Total Nacional;18 Ceuta;De 1 a 14 años;Mujeres;2019;0,000
Total Nacional;18 Ceuta;De 1 a 14 años;Mujeres;2018;0,000
Total Nacional;18 Ceuta;De 15 a 29 años;Total;2021;0,000
Total Nacional;18 Ceuta;De 15 a 29 años;Total;2020;6,067
Total Nacional;18 Ceuta;De 15 a 29 años;Total;2019;6,057
Total Nacional;18 Ceuta;De 15 a 29 años;Total;2018;6,036
Total Nacional;18 Ceuta;De 15 a 29 años;Hombres;2021;0,000
Total Nacional;18 Ceuta;De 15 a 29 años;Hombres;2020;12,137
Total Nacional;18 Ceuta;De 15 a 29 años;Hombres;2019;12,102
Total Nacional;18 Ceuta;De 15 a 29 años;Hombres;2018;12,043
Total Nacional;18 Ceuta;De 15 a 29 años;Mujeres;2021;0,000
Total Nacional;18 Ceuta;De 15 a 29 años;Mujeres;2020;0,000
Total Nacional;18 Ceuta;De 15 a 29 años;Mujeres;2019;0,000
Total Nacional;18 Ceuta;De 15 a 29 años;Mujeres;2018;0,000
Total Nacional;18 Ceuta;De 30 a 39 años;Total;2021;0,000
Total Nacional;18 Ceuta;De 30 a 39 años;Total;2020;0,000
Total Nacional;18 Ceuta;De 30 a 39 años;Total;2019;0,000
Total Nacional;18 Ceuta;De 30 a 39 años;Total;2018;8,219
Total Nacional;18 Ceuta;De 30 a 39 años;Hombres;2021;0,000
Total Nacional;18 Ceuta;De 30 a 39 años;Hombres;2020;0,000
Total Nacional;18 Ceuta;De 30 a 39 años;Hombres;2019;0,000
Total Nacional;18 Ceuta;De 30 a 39 años;Hombres;2018;0,000
Total Nacional;18 Ceuta;De 30 a 39 años;Mujeres;2021;0,000
Total Nacional;18 Ceuta;De 30 a 39 años;Mujeres;2020;0,000
Total Nacional;18 Ceuta;De 30 a 39 años;Mujeres;2019;0,000
Total Nacional;18 Ceuta;De 30 a 39 años;Mujeres;2018;17,119
Total Nacional;18 Ceuta;De 40 a 44 años;Total;2021;0,000
Total Nacional;18 Ceuta;De 40 a 44 años;Total;2020;0,000
Total Nacional;18 Ceuta;De 40 a 44 años;Total;2019;0,000
Total Nacional;18 Ceuta;De 40 a 44 años;Total;2018;0,000
Total Nacional;18 Ceuta;De 40 a 44 años;Hombres;2021;0,000
Total Nacional;18 Ceuta;De 40 a 44 años;Hombres;2020;0,000
Total Nacional;18 Ceuta;De 40 a 44 años;Hombres;2019;0,000
Total Nacional;18 Ceuta;De 40 a 44 años;Hombres;2018;0,000
Total Nacional;18 Ceuta;De 40 a 44 años;Mujeres;2021;0,000
Total Nacional;18 Ceuta;De 40 a 44 años;Mujeres;2020;0,000
Total Nacional;18 Ceuta;De 40 a 44 años;Mujeres;2019;0,000
Total Nacional;18 Ceuta;De 40 a 44 años;Mujeres;2018;0,000
Total Nacional;18 Ceuta;De 45 a 49 años;Total;2021;0,000
Total Nacional;18 Ceuta;De 45 a 49 años;Total;2020;0,000
Total Nacional;18 Ceuta;De 45 a 49 años;Total;2019;0,000
Total Nacional;18 Ceuta;De 45 a 49 años;Total;2018;0,000
Total Nacional;18 Ceuta;De 45 a 49 años;Hombres;2021;0,000
Total Nacional;18 Ceuta;De 45 a 49 años;Hombres;2020;0,000
Total Nacional;18 Ceuta;De 45 a 49 años;Hombres;2019;0,000
Total Nacional;18 Ceuta;De 45 a 49 años;Hombres;2018;0,000
Total Nacional;18 Ceuta;De 45 a 49 años;Mujeres;2021;0,000
Total Nacional;18 Ceuta;De 45 a 49 años;Mujeres;2020;0,000
Total Nacional;18 Ceuta;De 45 a 49 años;Mujeres;2019;0,000
Total Nacional;18 Ceuta;De 45 a 49 años;Mujeres;2018;0,000
Total Nacional;18 Ceuta;De 50 a 54 años;Total;2021;0,000
Total Nacional;18 Ceuta;De 50 a 54 años;Total;2020;17,160
Total Nacional;18 Ceuta;De 50 a 54 años;Total;2019;0,000
Total Nacional;18 Ceuta;De 50 a 54 años;Total;2018;0,000
Total Nacional;18 Ceuta;De 50 a 54 años;Hombres;2021;0,000
Total Nacional;18 Ceuta;De 50 a 54 años;Hombres;2020;32,541
Total Nacional;18 Ceuta;De 50 a 54 años;Hombres;2019;0,000
Total Nacional;18 Ceuta;De 50 a 54 años;Hombres;2018;0,000
Total Nacional;18 Ceuta;De 50 a 54 años;Mujeres;2021;0,000
Total Nacional;18 Ceuta;De 50 a 54 años;Mujeres;2020;0,000
Total Nacional;18 Ceuta;De 50 a 54 años;Mujeres;2019;0,000
Total Nacional;18 Ceuta;De 50 a 54 años;Mujeres;2018;0,000
Total Nacional;18 Ceuta;De 55 a 59 años;Total;2021;0,000
Total Nacional;18 Ceuta;De 55 a 59 años;Total;2020;0,000
Total Nacional;18 Ceuta;De 55 a 59 años;Total;2019;0,000
Total Nacional;18 Ceuta;De 55 a 59 años;Total;2018;0,000
Total Nacional;18 Ceuta;De 55 a 59 años;Hombres;2021;0,000
Total Nacional;18 Ceuta;De 55 a 59 años;Hombres;2020;0,000
Total Nacional;18 Ceuta;De 55 a 59 años;Hombres;2019;0,000
Total Nacional;18 Ceuta;De 55 a 59 años;Hombres;2018;0,000
Total Nacional;18 Ceuta;De 55 a 59 años;Mujeres;2021;0,000
Total Nacional;18 Ceuta;De 55 a 59 años;Mujeres;2020;0,000
Total Nacional;18 Ceuta;De 55 a 59 años;Mujeres;2019;0,000
Total Nacional;18 Ceuta;De 55 a 59 años;Mujeres;2018;0,000
Total Nacional;18 Ceuta;De 60 a 64 años;Total;2021;0,000
Total Nacional;18 Ceuta;De 60 a 64 años;Total;2020;20,799
Total Nacional;18 Ceuta;De 60 a 64 años;Total;2019;0,000
Total Nacional;18 Ceuta;De 60 a 64 años;Total;2018;0,000
Total Nacional;18 Ceuta;De 60 a 64 años;Hombres;2021;0,000
Total Nacional;18 Ceuta;De 60 a 64 años;Hombres;2020;40,355
Total Nacional;18 Ceuta;De 60 a 64 años;Hombres;2019;0,000
Total Nacional;18 Ceuta;De 60 a 64 años;Hombres;2018;0,000
Total Nacional;18 Ceuta;De 60 a 64 años;Mujeres;2021;0,000
Total Nacional;18 Ceuta;De 60 a 64 años;Mujeres;2020;0,000
Total Nacional;18 Ceuta;De 60 a 64 años;Mujeres;2019;0,000
Total Nacional;18 Ceuta;De 60 a 64 años;Mujeres;2018;0,000
Total Nacional;18 Ceuta;De 65 a 69 años;Total;2021;0,000
Total Nacional;18 Ceuta;De 65 a 69 años;Total;2020;0,000
Total Nacional;18 Ceuta;De 65 a 69 años;Total;2019;0,000
Total Nacional;18 Ceuta;De 65 a 69 años;Total;2018;0,000
Total Nacional;18 Ceuta;De 65 a 69 años;Hombres;2021;0,000
Total Nacional;18 Ceuta;De 65 a 69 años;Hombres;2020;0,000
Total Nacional;18 Ceuta;De 65 a 69 años;Hombres;2019;0,000
Total Nacional;18 Ceuta;De 65 a 69 años;Hombres;2018;0,000
Total Nacional;18 Ceuta;De 65 a 69 años;Mujeres;2021;0,000
Total Nacional;18 Ceuta;De 65 a 69 años;Mujeres;2020;0,000
Total Nacional;18 Ceuta;De 65 a 69 años;Mujeres;2019;0,000
Total Nacional;18 Ceuta;De 65 a 69 años;Mujeres;2018;0,000
Total Nacional;18 Ceuta;De 70 a 74 años;Total;2021;0,000
Total Nacional;18 Ceuta;De 70 a 74 años;Total;2020;0,000
Total Nacional;18 Ceuta;De 70 a 74 años;Total;2019;0,000
Total Nacional;18 Ceuta;De 70 a 74 años;Total;2018;0,000
Total Nacional;18 Ceuta;De 70 a 74 años;Hombres;2021;0,000
Total Nacional;18 Ceuta;De 70 a 74 años;Hombres;2020;0,000
Total Nacional;18 Ceuta;De 70 a 74 años;Hombres;2019;0,000
